product_id,title,price_text,area_text,price_per_m2_text,bedrooms,bathrooms,direction,balcony_direction,floors,frontage,road_width,legal,furniture,property_type,address,description,post_date,expiry_date,listing_type,contact_name,url
45460314,"Mở bán đợt 1 căn hộ Masteri Cosmo Central ngay kênh đào nhạc nước, CK đến 16.5%. LH: 0975 467 ***","7,8 tỷ",80 m²,"97,5 triệu/m²",2 PN,2 phòng,,,,,,Hợp đồng mua bán,Đầy đủ,,"Bán, Hồ Chí Minh, Quận 2, Căn hộ chung cư tại Masteri Cosmo Central","- Mở bán đợt 1 căn hộ hạng sang Masteri Cosmo Central ngay kênh đào nhạc nước đẹp nhất khu đô thị The Global City Quận 2. |  | - Gọi ngay hotline: 0975 467 *** Hồ Liên (Zalo, Viber, sms) để được tư vấn đầy đủ thông tin chính thức về căn hộ Masteri Cosmo Central, các chương trình ưu đãi, giá bán và ưu tiên chọn mua căn hộ đẹp nhất với giá gốc trực tiếp từ chủ đầu tư Masterise Homes. | -------------------------- | * Thông tin tổng quan: |  | - Vị trí: Tọa lạc trong Khu đô thị phức hợp The Global City với quy mô 117,4ha. |  | - Chủ đầu tư: Masterise Homes. |  | - Thiết kế kiến trúc: Foster + Partners. |  | - Quy mô: 6 tháp căn hộ cao từ 19 đến 29 tầng: Gồm 2 tầng hầm + 3 tầng khối đế. |  | - Loại hình sản phẩm: Căn hộ hạng sang, Duplex, Penthouse. |  | - Diện tích căn hộ: Từ 51m² đến 150m² với thiết kế từ 1PN đến 4PN. |  | - Thời gian bàn giao dự kiến: Quý 03/2028. |  | Hình thức sở hữu: Sổ hồng sở hữu lâu dài. | ----------------------- |  | * Tiện ích nội khu cao cấp chuẩn khu Resort nghỉ dưỡng 5 sao: |  | - Hồ bơi vô cực, sảnh căn hộ đạt tiêu chuẩn khách sạn 5 sao, công viên ven sông, đường chạy bộ ven sông, kênh đào nhạc nước dài 2km đẹp nhất Sài Gòn, café, nhà hàng, spa, khu vui chơi trẻ em, trường học quốc tế, bệnh viện quốc tế, yoga, phòng tập gym, khu BBQ, nhà trẻ, sân tenni, sân golf, siêu thị, đội ngủ bảo vệ 24/24. |  | - Ngay trung tâm thương mại quy mô 123.000m² lớn nhất miền Nam. |  | - Khu căn hộ đầu tiên tại Việt Nam được thiết kế bởi Foster + Partners (Tập Đoàn thiết kế kiến trúc và cảnh quan nổi tiếng nhất trên thế giới). |  | - Full kính low e cao cấp nhập khẩu từ Châu Âu, 100% căn hộ đều sở hữu tầm view Panorama tuyệt đẹp. | ----------------------- |  | * Tiêu chuẩn bàn giao căn hộ Masteri Cosmo Central: |  | - Cửa chính vào căn hộ trang bị cửa gỗ chống cháy. |  | - Khóa cửa căn hộ sử dụng thương hiệu Hafele (Đức): Bao gồm các chức năng như mật mã, khóa từ, vân tay, khóa cơ. |  | - Thiết bị bếp gồm: Tủ bếp trên + dưới, bồn rửa chén, bếp điện từ, máy hút mùi, sử dụng thương hiệu Hafele (Đức). |  | - Full thiết bị vệ sinh cao cấp nhập ...",02/04/2026,17/04/2026,Tin VIP Kim Cương,Hồ Liên,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-an-phu-masteri-cosmo-central/mo-ban-ot-1-ngay-kenh-ao-nhac-nuoc-ck-en-16-5-lh-pr45460314
45461836,"Căn hộ 2PN view bể bơi hướng mát từ 4,1 tỷ Imperia Sky gần Vinhomes Smart Tây Mỗ rẻ nhất thị trường","4,17 tỷ","55,6 m²",75 triệu/m²,2 PN,2 phòng,,,,,,,Bàn giao hoàn thiện cơ bản nội thất cao cấp.,,"Bán, Hà Nội, Hoài Đức, Căn hộ chung cư tại Imperia Sky Park","Đơn giá chỉ từ 7x/m², vốn từ 1,2 tỷ sở hữu ngay căn hộ 2PN 2VS view thoáng đẹp tại Imperia Sky Park gần Lê Trọng Tấn (Vành đai 3.5) và Vinhomes Smart City Tây Mỗ. |  | * Phương án thanh toán linh hoạt và tối ưu: | - Thanh toán sớm chiết khấu lên tới 13,7%. | - Thanh toán tiến độ chia nhỏ 13 đợt. | - Vay 70% trả góp, miễn gốc lãi 24 tháng. |  | * Tiêu chuẩn bàn giao đa dạng. | - Bàn giao thô: Khách tự do sáng tạo không gian riêng. | - Bàn giao hoàn thiện cơ bản nội thất cao cấp. |  | * Tiện ích nội khu đầy đủ kết hợp nhà xe 7 tầng: Vườn sinh thái, vườn cảnh quan, vườn thảo mộc, vườn thiên, vườn điêu khắc, vách xanh sinh thái, không gian sự kiện ngoài trời, sân thể thao, khu vui chơi trẻ em, bể bơi, bể sục Jacuzzi,... |  | Liên hệ em Hằng gửi thông tin chi tiết, chính xác ạ!",02/04/2026,09/04/2026,Tin VIP Kim Cương,Trần Hằng,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-lo-thang-long-xa-an-khanh-4-imperia-sky-park-15883/2pn-view-be-boi-huong-mat-tu-4-1-ty-gan-vinhomes-smart-tay-mo-re-nhat-thi-truong-pr45461836
44792792,"Giỏ hàng mới nhất nhà phố 10tỷ, biệt thự 19tỷ Vinhomes Cần Giờ vị trí đẹp. LH:0908 494 ***.","10,2 tỷ",75 m²,136 triệu/m²,,,,,,,,Hợp đồng mua bán,,,"Bán, Hồ Chí Minh, Cần Giờ, Nhà biệt thự, liền kề tại Vinhomes Green Paradise","Giỏ hàng Nhà phố Liền kề, Biệt thự Song lập, Biệt thự đơn lập giá tốt , cập nhật ngày 21/03/2026.. |  | +Nhà liền kề: | Sản phẩm triển khai (toàn bộ đều sở hữu lâu dài): | PKD Vinhomes:0908 494 *** |  | - Liền kề: AS DT 75 - 90 - 100 - 120m² giá 10tỷ- 12tỷ |  | - Biệt thự song lập: 180-200 -220m² giá 17.5 tỷ-27tỷ. |  | - Biệt thự đơn lập: Từ 350m² giá 34 tỷ-45tỷ. |  | Giỏi hàng hơn 100 sản phẩm Hoa hậu đẹp nhất giai đoạn đầu mở bán của dự án. | PKD Vinhomes:0908 494 *** |  | Chính sách bán hàng đặc quyền (chưa từng có). | - Chiết khấu lên đến 18.5% khi thanh toán sớm (7,5% + 11%). | - Hỗ trợ Lãi suất (HTLS) vay lên tới 90% giá trị sản phẩm. Ân hạn gốc + Lãi 0% trong 36 tháng! | - Giãn tiến độ thanh toán lên đến 720 ngày. | - Giảm thêm 0,5% khi sử dụng ưu đãi VinClub. |  | - Tổng quan dự án: | - Tên dự án: Vinhomes Green Paradise. | - Vị trí: Mặt tiền biển, xã Long Hòa, thị trấn Cần Thạnh, huyện Cần Giờ, TP. HCM. | - Quy mô: 2.870 ha (đất liền & lấn biển). | - Dân số dự kiến: ~230.000 người. |  |  | * Sản phẩm: Nhà phố, biệt thự, căn hộ, officetel, shophouse & khách sạn. | Giỏ Hàng ngoại giao liên hệ em Tuấn 0908 494 *** để nhận vị trí chính xác | PKD Vinhomes:0908 494 *** |  | - Nhà Liền Kề: 10.1 tỷ -11.5 tỷ (75m). |  | - Nhà Liền Kề: 13tỷ - 14.5 tỷ (90 - 112m). |  | - Đơn giá Biệt thự chỉ 90 - 110triệu/m. |  | - Biệt thự SL: Từ 18 tỷ trở lên (180 - 270m). |  | - Biệt thự ĐL: Từ 35 tỷ (410 - 700m). |  | Biệt thự đơn lập: |  | + Diện tích từ 364m² giá bán từ 35 tỷ. |  | PKD Vinhomes:0908 494 *** | Đặc biệt các căn GÓC VỊ TRÍ SIÊU ĐẸP KHỦNG LONG giành cho KHÁCH HÀNG VVIP chỉ săn hàng HIẾM |  | + Căn góc ngã tư đường AS lộ giới 50m diện tích 438,6m² giá 54,2 tỷ ngay ngã tư huyết mạch, sát khu Cosmo Bay, sát khu căn hộ, sát biển hồ Lagoon kinh doanh cực kỳ đắc địa |  | + Căn góc AS4 3 mặt tiền được cam kết thuê 30%/5 năm diện tích 289m² giá 52,9 tỷ = mỗi năm nhận 3,2 tỷ 265 triệu/tháng | Các điểm nhấn hạ tầng giao thông liên quan đến Vinhomes Cần Giờ đã triển khai: |  | - Nhà hát 7ha quy mô 5.000 chỗ ngồi lớn nhất Đông Nam Á. |  | - Hồ biển 800ha nhân tạo lớn nhất thế giới. | - 2 s...",29/03/2026,05/04/2026,Tin VIP Kim Cương,Tuấn Pkd 9,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-long-hoa-vinhomes-green-paradise-29196/6-suat-ngoai-giao-cuoi-can-gio-chiet-khau-22-pho-khong-pdv-gia-tu-91tr-m2-coc-cdt-pr44792792
44198436,"Quỹ căn hộ bán cắt lỗ sâu 2PN, 3PN tại Imperia 423 Minh Khai. LH 0947 418 ***",Thỏa thuận,105 m²,,3 PN,2 phòng,Tây - Bắc,Đông - Nam,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,"Bán, Hà Nội, Hai Bà Trưng, Căn hộ chung cư tại Imperia Sky Garden","Hiện Imperia đã đi vào ổn định, giá căn hộ dao động mức giá từ hơn 100tr/m². | * Loại căn hộ. | - 2PN 76m² giá từ 7.9tỷ. | - 2PN 82m² giá từ 8.5tỷ. | - Căn hộ 3PN 87m² giá 9tỷ. | - Căn hộ 3 ngủ góc 98m², 105m² giá từ 10.8tỷ. | Chi tiết quỹ căn hộ rao bán liên hệ sđt 0947 418 *** (sms/zalo).",30/03/2026,09/04/2026,Tin VIP Kim Cương,Nguyễn Trung Kiên,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-minh-khai-phuong-vinh-tuy-imperia-sky-garden/quy-ban-cat-lo-sau-2pn-3pn-tai-423-lh-pr44198436
45045255,Đừng bỏ lỡ! Căn hộ hàng hiệu SG - The Global City (Masteri CT4) BĐS hạng A - Sở hữu ngay 0902 999 ***,"7,79 tỷ","81,7 m²","95,35 triệu/m²",2 PN,2 phòng,,,,,,Hợp đồng mua bán,Cơ bản,,"Bán, Hồ Chí Minh, Quận 2, Căn hộ chung cư tại Masteri Cosmo Central","Chính thức nhận booking 100 triệu/suất (có hoàn lại) ~ Khách booking sớm được tặng nhiều chính sách hấp dẫn trực tiếp từ Chủ Đầu Tư Masteri Homes: | Masteri Cosmo Central (CT4). |  | 1) Loại hình căn hộ. | - Căn 1PN, 1PN +: 47m², 53m², 57m². | - Căn 2PN: 73m², 76m², 81.7m². | - Căn 3PN: 100m² đến 120m². | - Căn 4PN: 120m² đến 150m². | - Căn hộ duplex & penthouse. |  | * Liên hệ ngay văn phòng Masteri Homes: 0902 999 *** Mr Sỹ để được hỗ trợ lấy căn giá tốt nhất trực tiếp từ CĐT. | ------------------------------ | 2) Chính sách bán hàng. | * Gía bán căn hộ Masteri Cosmo Central: |  | - 1PN, 1PN + 1, 1WC giá từ 6.5 tỷ. |  | - 2PN, 2WC giá từ 8 tỷ. |  | - 3PN, 2WC giá từ 12 tỷ. |  | - 4PN, 3WC giá từ 16 tỷ. |  | * Chính sách ưu đãi trong tháng 01/2026: |  | - Thanh toán theo tiến độ: Ck 7%. |  | - Thanh toán nhanh: Ck 14%. |  | - Khách hàng mới: Ck 1%. |  | - Khách hàng Masterise Homes: Ck 2%. |  | * Chính sách vay ngân hàng: |  | - Thanh toán 30% vốn tự có đến khi nhận nhà và Ngân hàng Techcombank cho vay 70%. |  | - Hỗ trợ lãi suất 0% sau bàn giao nhà đến 6 tháng. |  | - Tặng 2 năm phí quản lý. | ------------------ |  | * Tiêu chuẩn bàn giao căn hộ Masteri Cosmo Central: |  | - Cửa chính vào căn hộ trang bị cửa gỗ chống cháy. |  | - Khóa cửa căn hộ sử dụng thương hiệu Hafele (Đức): Bao gồm các chức năng như mật mã, khóa từ, vân tay, khóa cơ. |  | - Thiết bị bếp gồm: Tủ bếp trên + dưới, bồn rửa chén, bếp điện từ, máy hút mùi, sử dụng thương hiệu Hafele (Đức). |  | - Full thiết bị vệ sinh cao cấp và trong toillet trang bị vách ngăn kính cường lực khung Inox. |  | - Thiết bị điện thương hiệu Schneider Electric (Pháp). |  | - Máy lạnh Mitsubishi (Nhật Bản). |  | * Tiện ích nội khu cao cấp chuẩn khu Resort nghỉ dưỡng 5 sao chuẩn Quốc Tế. | ------------------------------ | 3) Thông tin tổng quan. | Vị trí: Tọa lạc trung tâm The Global City 117,4ha và MĐXD chỉ 28% còn lại là mảng xanh và tiện ích. | - Chủ đầu tư: Masterise Homes. | - Thiết kế kiến trúc: Foster + Partners. | - Thầu XD: Coteccons. | - Quy mô: 1.4 ha, cao 29 tầng, 2 tầng hầm, 4 tầng Shophouse. | - Số lượng: 900 căn hộ. | - Thời gian bàn ...",02/04/2026,09/04/2026,Tin VIP Kim Cương,Ca Văn Sỹ,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-an-phu-masteri-cosmo-central/dung-bo-lo-hang-sang-ct4-ngay-loi-trung-tam-q2-hcm-lh-pr45045255
45161828,Tổng hợp quỹ căn đẹp KĐT Ciputra GĐ3 - giáp công viên 65 ha - quỹ căn cực hiếm - sổ đỏ trao tay,52 tỷ,150 m²,"346,67 triệu/m²",,,,,4 tầng,7 m,21 m,Sổ đỏ/ Sổ hồng,,,"Bán, Hà Nội, Tây Hồ, Nhà biệt thự, liền kề tại GIA by KITA","Cơ hội vàng sở hữu siêu phẩm biệt thự Ciputra giai đoạn 3 - quỹ căn cực hiếm cuối cùng của KĐT Ciputra. | * Đỉnh cao sống xanh Ciputra - Giáp công viên 65ha lớn nhất Hà Nội. | * Vị trí kim cương: Gần Hồ Tây, Lotte Mall Tây Hồ, sông Hồng, trường Unis Singapore; Hanoi Academy,... | * Không gian sống thượng lưu - Cộng đồng cư dân tinh hoa của Việt Nam và Quốc Tế. |  | Trực tiếp CĐT Ciputra - Kita Capital ra mắt quỹ căn giới hạn biệt thự, liền kề Ciputra: | - Căn 150m² tuỳ theo vị trí và hướng sẽ từ hơn 50 tỷ - 68 tỷ căn mặt vườn hoa. | - Căn 180m² sẽ từ 80 tỷ - 90 tỷ tuỳ vị trí và hướng. | - Căn góc 225m² giá từ 99 tỷ - 139 tỷ. | - Đặc biệt các biệt thự trên 300m² view công viên 65 hecta, hồ nước giá từ 99 tỷ. | - Quỹ căn góc độc hiếm. | - Đường nội khu rộng rãi 17.5m - 21m - 30m. | - Đã có sổ đỏ từng căn, nhà sẵn sàng bàn giao ngay. | - Nhà mới bàn giao 3 tầng + 1 tum + 1 hầm. | - Hỗ trợ 0% lãi suất trong 24 tháng đối với chính sách vay ngân hàng. |  | Liên hệ ngay hotline CĐT - Mr Vương để đi xem nhà nhé ạ.",02/04/2026,12/04/2026,Tin VIP Kim Cương,Hotline Phòng Kinh Doanh Cđt,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-phu-thuong-1-gia-by-kita/tong-hop-quy-can-ep-k-t-ciputra-g-3-giap-cong-vien-65-ha-quy-can-cuc-hiem-so-o-trao-tay-pr45161828
45461386,Phòng KD: 0904 179 *** căn hộ giá chủ đầu tư chiết khấu tới 18% Masteri Park Place - Cosmo Central,"8,5 tỷ",80 m²,"106,25 triệu/m²",2 PN,2 phòng,,,,,,Hợp đồng mua bán,Cơ bản,,"Bán, Hồ Chí Minh, Quận 2, Căn hộ chung cư tại Masteri Cosmo Central","Chủ đầu tư: Masterise Group (Tên dự án The Global City). | Phát triển dự án: Masterise Homes - Trực thuộc Tập đoàn Masterise Group. | Phòng Kinh doanh chủ đầu tư Masterise Homes hiện ra những chính sách bán hàng với những ưu đãi tốt cho quý khách hàng: | Dự án The Global City thường tập trung khai thác vị thế trung tâm mới, đẳng cấp quốc tế, cùng những chính sách ưu đãi hấp dẫn cho quý khách hàng mua ở thực và nhà đầu tư.: | Định vị ""Downtown"" mới và vị trí kim cương. |  | The Global City tọa lạc tại ""vị trí kim cương"" ở phường An Phú, TP. Thủ Đức, tiếp giáp các tuyến đường huyết mạch như Đường Liên Phường, Đường Song Hành, Đỗ Xuân Hợp và cao tốc Long Thành - Dầu Giây. Dự án được định vị là ""Downtown"" mới của TP. Hồ Chí Minh, một khu đô thị phức hợp mang tầm vóc quốc tế. |  | Thương hiệu chủ đầu tư và đối tác danh tiếng. |  | Uy tín của chủ đầu tư là một ""cú hích"" lớn: |  | Chủ đầu tư: Masterise Homes được giới thiệu là đơn vị phát triển bất động sản hàng hiệu, đã có nhiều dự án thành công. | Đối tác: Sự xuất hiện của các tên tuổi hàng đầu thế giới như Foster + Partners (thiết kế kiến trúc) và WATG (thiết kế cảnh quan) được dùng để khẳng định chất lượng và tầm vóc quốc tế của dự án. |  | Hệ tiện ích ""độc nhất vô nhị"". |  | Các tiện ích tại dự án tầm cỡ khu vực, tạo điểm khác biệt: |  | Biểu tượng: Kênh đào tình yêu (The Canal of Love) dài 2km và khu nhạc nước ngoài trời được quảng bá là lớn nhất Đông Nam Á. | Trải nghiệm: Mô hình Shop - Eat - Play - Relax - Live - Work được nhấn mạnh, hứa hẹn một không gian sống, làm việc và giải trí đa năng ngay trong lòng đô thị. | Quy mô: Các bài đăng thường liệt kê hàng loạt tiện ích khác như trung tâm thương mại 123.000m², công viên, trường học, bệnh viện quốc tế... |  | Chính sách bán hàng và ưu đãi ""nghìn tỷ"". |  | Chiết khấu lớn: Hấp dẫn nhất là chính sách chiết khấu từ 12% đến 18% cho khách hàng thanh toán nhanh. | Hỗ trợ tài chính: Ngân hàng hỗ trợ vay lên đến 70 - 80% giá trị sản phẩm, kèm theo lãi suất 0% trong thời gian dài (24 - 30 tháng) và ân hạn nợ gốc. |  | Các Sản phẩm...",02/04/2026,09/04/2026,Tin VIP Kim Cương,Nguyễn Văn Thuận,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-an-phu-masteri-cosmo-central/phong-kd-gia-chu-au-tu-chiet-khau-toi-18-park-place-central-pr45461386
45356217,"QUỸ CĂN CẬP NHẬT MỚI NHẤT 2026 - PHÂN KHU SAPHIRE, ZURICH, BEVERLY, LONDON, PARIS","2,15 tỷ",29 m²,"74,14 triệu/m²",1 PN,1 phòng,Đông - Bắc,Tây - Nam,,,,Sổ đỏ/ Sổ hồng,,,"Bán, Hà Nội, Gia Lâm, Căn hộ chung cư tại Vinhomes Ocean Park Gia Lâm","Vị trí: Nằm ngay trục trung tâm Vinhomes Ocean Park, liền kề hồ Ngọc Trai, đại học VinUni & hệ sinh thái tiện ích hơn 100 tiện ích Vingroup. |  | Đặc điểm nổi bật: | Vùng lõi của đai dô thị, giá tốt nhất toàn dự án, đã bàn giao nhà phù hợp mua ở & đầu tư cho thuê. | Cộng đồng cư dân trẻ, văn minh, môi trường sống năng động. | Tiện ích nội khu đầy đủ: bể bơi, sân thể thao, vườn BBQ, công viên nội khu. | Pháp lý sổ đỏ lâu dài, hỗ trợ vay ngân hàng linh hoạt. |  | Giá chỉ từ: | Studio diện tích 27m giá từ 2,1 tỷ cho thuê dòng tiền 6tr/tháng | 1PN diện tích 38m - 43m giá từ 2,75 tỷ cho thuê dòng tiền 7-8tr/tháng | 2PN diện tích 55m giá 3,6 tỷ cho thuê dòng tiền 8tr/tháng | 3PN diện tích 75m giá 4,6 tỷ cho thuê dòng tiền 10-12tr/tháng |  | CAM KẾT HỖ TRỢ KHÁCH HÀNG CHO THUÊ |  | Mrs. Linh 0948 332 *** | Sở hữu ngay căn hộ chuẩn Vinhomes Sapphire",03/04/2026,10/04/2026,Tin VIP Kim Cương,Hoàng Thị Linh,https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-duong-xa-vinhomes-ocean-park-gia-lam/quy-cap-nhat-moi-nhat-2026-phan-khu-sapphire-park-pr45356217
42603817,Duy nhất căn 3PN Origami view vườn Nhật giá 3.72 tỷ/81 m2 ký trực tiếp CĐT - TT giãn 210 ngày,"3,72 tỷ",81 m²,"45,93 triệu/m²",3 PN,2 phòng,Đông - Nam,,,,,Có sổ đỏ ( sử dụng chung),Đầy đủ.,,"Bán, Hồ Chí Minh, Quận 9, Căn hộ chung cư tại The Origami - Vinhomes Grand Park","Căn hộ 3PN khu Origami khu Vườn Nhật. | - Diện tích: 81m². | - 1 phút đi đến vườn tùng Nhật, hồ cá Koi. | - Nhà mới 100% có máy lạnh theo tiêu chuẩn của CĐT. | - Giá chưa VAT: 3.72 tỷ. | - Giá full Vat + KPBT: 4.15 tỷ. |  | LH 0834 712 *** Ms Linh để hẹn xem nhà. | Thực tế. | Thanh toán siêu giãn tới tháng 9/2026. | * Điểm nổi bật của khu Origami. | - Là khu có mật độ căn hộ thấp nhất khu đô thị (1 tòa cao chỉ từ 21 - 25 tầng, ngoại trừ tòa chữ U 39 tầng). | - Đường nội khu, nội khu cây xanh, rộng thoáng nhất toàn khu. | - Có hai Vườn Nhât, hồ cá Koi duy nhất và lớn nhất Sài Gòn mang lại phong thủy cho gia chủ. | - Cách Vincom Megamall chỉ 200m. |  | Các chi phí căn hộ. | - Phí quản lý căn hộ: 8.800 - 16.000 VND/m/tháng. | - Điện nước tính theo bảng giá nhà nước. | - Phí gửi xe: 150.000 VND/ Tháng (Xe máy) 1.250.000 VND (Xe ô tô) (miễn phí 2 năm đầu nếu là xe hãng Vinfast). | - Các tiện ích miễn phí: Hồ bơi - sân bóng - sân tennis - bóng chuyền - bóng rổ... Xe bus nội khu - an ninh bảo vệ 24/7 - không gian cây xanh rộng lớn và công viên lớn nhất Đông Nam Á.",31/03/2026,07/04/2026,Tin VIP Kim Cương,Nguyễn Đăng Khoa,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-phuoc-thien-phuong-long-binh-3-the-origami-vinhomes-grand-park/duy-nhat-1pn-1-2-35-ty-47m2-view-vuon-nhat-full-noi-that-bao-het-huong-dong-nam-pr42603817
45048708,"Bán CH 2PN, 2WC tại The Rivana, Quốc Lộ 13, Vĩnh Phú, Thuận An, 2,6 tỷ","2,6 tỷ",72 m²,"36,11 triệu/m²",2 PN,2 phòng,,,,,,Sổ đỏ/ Sổ hồng,,,"Bán, Bình Dương, Thuận An, Căn hộ chung cư tại The Rivana","Nằm ở The Rivana, căn hộ 2PN, 2WC này có diện tích 72m², cực kỳ phù hợp cho những ai muốn tìm không gian sống thoải mái trong khu vực sôi động của Bình Dương. |  | Căn hộ có phong thủy tốt, pháp lý đầy đủ, giá chỉ 2,6 tỷ VND, là cơ hội tuyệt vời để đầu tư hoặc an cư. |  | Gần trường học, gần chợ/siêu thị, có công viên, tạo điều kiện thuận lợi cho cuộc sống hàng ngày. |  | Liên hệ ngay với Hồng Nhung qua số 0855 272 *** để biết thêm chi tiết!",02/04/2026,09/04/2026,Tin VIP Kim Cương,Hồng Nhung,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-quoc-lo-13-phuong-vinh-phu-the-rivana/ban-ch-2pn-2wc-tai-13-thuan-an-2-6-ty-pr45048708
45411637,"Chính chủ bán 100m2 đất thổ cư khu vực Hòa Lạc, Hà Nội giáp QL21A, khu CNC Hòa Lạc",35 triệu/m²,100 m²,35 triệu/m²,,,,,,5 m,7 m,Sổ đỏ/ Sổ hồng,,,"Bán, Hà Nội, Sơn Tây, Bán đất tại xã Cổ Đông","- Vị trí thôn Đồng Trạng, Xã Đoài Phương, Hà Nội. | Diện tích 100m², mặt tiền 5m, thổ cư 100%, đường vào 7m, ô tô tránh nhau, có vỉa hè, cây xanh, điện nước đầy đủ. | - Cách trục Hồ Tây Ba vì chỉ 200 - 300m mở rộng mặt cắt ngang 60 - 80m 8 làn xe (tuyến đường huyết mạnh phát triển kinh tế phía Tây). | - Gần làng Đại Học Quốc Gia, sau lưng khu CNC Hòa Lạc, FPT. | - QL21A mở rộng 80m cũng chỉ 300 - 400m (tuyến đường kết nối 3 khu đô thị vệ tinh Sơn Tây - Hòa Lạc - Xuân Mai) đã quy hoạch tỷ lệ 1/500 và phê duyệt nguồn vốn gần 26.000 nghìn tỷ đồng. | Giá chỉ: 35 triệu /m² bao phí sang tên. | Liên hệ chính chủ: 0977 818 *** có Zalo.",27/03/2026,03/04/2026,Tin thường,Minh Xuân,https://batdongsan.com.vn/ban-dat-xa-co-dong/chinh-chu-ban-100m2-at-tho-cu-hoa-lac-ha-noi-giap-ql21a-khu-cnc-hoa-lac-pr45411637
45219663,"Quỹ VIP CĐT LK, SH Vinhomes Cổ Loa 90m2 từ ~14,5 tỷ CK 32% cam kết cho thuê 35%. GĐKD 0976 882 ***",160 triệu/m²,90 m²,160 triệu/m²,8 PN,5 phòng,,,5 tầng,,,,,,"Bán, Hà Nội, Đông Anh, Nhà biệt thự, liền kề tại Vinhomes Global Gate","Quỹ căn liền kề, shop Vinhomes Cổ Loa trực tiếp CĐT Đón sóng cầu Tứ Liên. |  | Vị trí chiến lược ngay Trung tâm Triển lãm Quốc gia Vin Expo Cổ Loa, chỉ 10 phút di chuyển tới Hồ Hoàn Kiếm, đón đầu quy hoạch hạ tầng và dòng khách sự kiện khổng lồ. | I. Hàng chủ đầu tư. | Diện tích: 90m² (mở rộng đến 166m²). | Giá từ: Nhỉnh 14,5 tỷ (~157 triệu/m²). | Chiết khấu: Lên tới 32% cho khách thanh toán sớm. | Hỗ trợ tài chính: Lãi suất 0% trong 24 tháng. | Cam kết cho thuê: | 7%/năm trong 5 năm (~110 triệu/tháng). | Hoặc phương án thuê lên tới 90 triệu/tháng. | Tổng mức cam kết CĐT lên tới 35%. |  | Ưu thế sản phẩm nổi bật. | Shophouse liền kề xây 6 tầng + hầm để ô tô. | Mặt tiền rộng 5,5; 6m, vỉa hè trước & sau thuận tiện kinh doanh. | Hoàn thiện mặt ngoài đồng bộ, dễ khai thác ngay. | Mặt đường lớn, đối diện vườn hoa công viên Expo, cạnh CC MIK & Masterise. |  | Giá trị đầu tư vượt trội. | Giá giai đoạn 1 chỉ từ~157tr/m². | Tiềm năng tăng giá ngay khi mua nhờ vị trí lõi sự kiện. | Lượng khách lớn từ các sự kiện tầm cỡ: A80, triển lãm nông nghiệp, hội chợ quốc tế thu hút doanh nghiệp trong & ngoài nước. |  | Các phân khu shophouse hot: | PK Bình Minh: 165 - 399m². | PK Hoàng Hôn. | PK Expo: 122 - 213m². | PK Đảo Xanh: 126,5 - 188,6m². | PK Sao Phương Tây: 85 - 265,3m². | PK Phố Xanh: 95 - 209m². |  | II. Hàng liền kề chuyển nhượng: |  | 1. Dòng liền kề diện tích vừa thanh khoản cao. | Ánh Dương: 63m² 17 tỷ đến 19 tỷ; 80m² 23 tỷ đến 25 tỷ. | Nhật Nguyệt: 62,5m² 19 tỷ đến 21 tỷ. | Thời Đại: 63m² 19 tỷ đến 21 tỷ. | Thiên Nga: 63m² gần đường 40m 21 tỷ; 75m² đường lớn 24 26 tỷ; 80m² 25 - 28 tỷ. | 2 dòng mặt đường vị trí đẹp giá trị khai thác cao. | Ngôi Sao: 67,5m² 22 tỷ đến 24 tỷ. | Thiên Nga độc bản: 75m² 29 tỷ đến 32 tỷ; 90m² 34 tỷ đến 36 tỷ. |  | Địa chỉ: Đường Trường Sa, xã Đông Hội, huyện Đông Anh, Hà Nội. |  | GĐKD: 0976 882 ***. | Quỹ căn đẹp số lượng giới hạn, ưu tiên khách chốt sớm chính sách tốt nhất.",30/03/2026,06/04/2026,Tin VIP Kim Cương,Nguyễn Thành Đông,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-truong-sa-xa-dong-hoi-vinhomes-global-gate/bang-hang-lk-sh-co-loa-85m2-gia-tu-14-9-ty-ck-32-cam-ket-cho-thue-35-g-kd-0976-882232-pr45219663
